Ano;Mês;Natureza Jurídica - Código;Natureza Jurídica - Nome;II;IE;IPI;IRPF;IRPJ;IRRF;IOF;ITR;Cofins;Pis/Pasep;CSLL;Cide;Contribuição Previdenciária;CPSSS;Pagamento Unificado;Outras Receitas Administradas;Receitas Não Administradas;;;;;
2018;Set;203;SOCIEDADE DE ECONOMIA MISTA;3.217.736,89;;1.405.834,57;;832.324.886,78;1.284.808.413,51;350.083.701,03;3.488.490,57;3.872.297.580,61;828.614.001,90;347.823.779,70;211.977.998,43;1.185.223.625,20;2.764.842,33;728.838.063,35;341.116.598,37;1.580.432.505,75;;;;;
2018;Set;204;SOCIEDADE ANÔNIMA ABERTA;96.933.144,95;14.799,47;213.837.475,12;;459.296.986,70;1.254.937.857,63;954.143.343,09;29.288.058,14;1.198.609.939,80;266.577.946,71;316.838.300,95;41.114.314,24;1.763.468.977,07;;355.558.728,58;20.610.370,06;9.795.287,73;;;;;
2018;Set;205;SOCIEDADE ANÔNIMA FECHADA;624.456.059,68;1.323,76;705.242.866,69;200,05;2.537.044.750,08;3.338.649.989,24;1.324.399.982,11;92.077.212,93;3.360.845.428,24;688.513.195,53;1.329.624.521,72;55.628.182,49;3.535.184.371,91;;633.105.915,63;71.793.364,55;195.096.706,55;;;;;
2018;Set;206;SOCIEDADE EMPRESÁRIA LIMITADA;2.680.904.229,21;49.060,21;3.581.649.061,22;4.854,91;4.049.988.466,57;3.243.136.160,05;68.943.421,96;178.002.655,51;7.980.128.962,43;1.724.999.696,97;1.822.109.482,43;233.072.101,76;5.312.003.027,18;7.706,96;5.561.278.630,30;205.793.596,05;527.218.264,24;;;;;
2018;Set;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;;;3.048,12;;97.852,91;41.235,28;9.011,68;21.116,81;268.855,35;76.484,54;77.270,05;;51.938,43;;628.992,23;134.689,18;7.019,79;;;;;
2018;Set;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;126.100,56;;62.088,88;;85.282,04;91.714,43;;747,85;180.463,86;39.492,67;32.106,10;;2.095,98;;86.246,80;1.860,10;2.186,51;;;;;
2018;Set;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;;;;;;19.882,64;;7.674,97;65.406,12;12.461,94;26.622,60;;35.082,21;;2.079,48;500;21;;;;;
2018;Set;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;;;63,82;;;;354,63;63,82;1.325,82;;423,56;;14.880,42;650;;;;;;
2018;Set;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;;;;;72.367,73;18.939,92;2.814,75;20.300,71;176.199,39;41.358,49;39.344,56;;;;78.773,85;3.259,79;27;;;;;
2018;Set;213;EMPRESÁRIO (INDIVIDUAL);3.866.405,06;14.056,23;3.827.029,41;1.785,12;27.622.808,82;31.320.579,55;42.065,63;137.174,81;57.868.899,04;12.781.154,94;19.335.202,29;17.608,82;13.426.895,16;15,88;1.577.492.561,47;16.111.370,44;3.247.935,41;;;;;
2018;Set;214;COOPERATIVA;2.692.185,17;;1.872.118,90;;41.795.438,21;425.150.806,21;172.700.095,22;2.422.013,83;78.350.235,27;21.381.873,54;25.870.113,39;92.577,98;506.237.096,25;;92.323.701,03;12.620.303,80;38.235.108,44;;;;;
2018;Set;215;CONSÓRCIO DE SOCIEDADES;225.016,72;;133.854,33;;182.654,47;12.454.687,12;5.834,01;20.564,08;1.993.851,36;422.023,29;453.478,78;111.209,32;3.251.120,07;;7.474.918,47;61.736,83;543.696,04;;;;;
2018;Set;216;GRUPO DE SOCIEDADES;;;;;762,15;499,48;;414,46;846,81;302,36;496,7;;;;;51,87;21;;;;;
2018;Set;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;15.342.438,08;;126.092,26;;3.393.556,21;21.396.561,63;1.427.432,42;444.374,18;5.089.961,54;1.015.850,89;2.317.843,31;430.493,01;8.958.071,74;;2.428.347,88;632.275,26;3.549,17;;;;;
2018;Set;221;EMPRESA DOMICILIADA NO EXTERIOR;;;;;;665.785,48;;500,54;;;2.305,16;;;;6.841,67;;38.902,07;;;;;
2018;Set;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;1.606,66;168.440,46;1.513,54;753.483,05;;;;;;;138.506,42;22.361,35;1.733.995,74;;;;;
2018;Set;223;SOCIEDADE SIMPLES PURA;8.129,57;;8.055,77;;102.195.365,55;33.632.152,06;202.081,88;70.261,28;45.985.715,05;10.098.238,95;36.167.351,78;945.713,95;27.827.715,96;;137.667.901,90;729.887,96;444.371,85;;;;;
2018;Set;224;SOCIEDADE SIMPLES LIMITADA;115.790,54;;53.045,03;1.149,44;79.831.946,37;69.393.176,39;299.213,73;2.222.818,62;71.979.396,86;15.435.629,17;33.974.958,91;728.441,43;36.250.110,90;;266.774.638,45;3.371.307,95;1.771.209,34;;;;;
2018;Set;225;SOCIEDADE SIMPLES EM NOME COLETIVO;;;;;76.210,14;53.906,31;;927,26;93.886,82;21.181,78;35.427,44;;3.113,47;;222.775,63;5.091,21;355,77;;;;;
2018;Set;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;3.317,40;3.183,93;;;3.748,76;298,51;1.284,66;;;;36.638,08;561,88;56,16;;;;;
2018;Set;228;CONSÓRCIO DE EMPREGADORES;;;;;;442.117,51;53,03;;;4.813,87;;;38.021,92;;2.358,86;;5.971,40;;;;;
2018;Set;229;CONSÓRCIO SIMPLES;;;;;;441,96;;;;;;;;;;;;;;;;
2018;Set;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);79.915.705,77;1.806,33;74.153.730,21;1.318,69;111.102.730,12;83.384.879,95;1.155.472,15;2.604.429,39;290.879.308,66;64.278.568,14;58.671.244,25;147.036,75;93.536.065,21;54,92;1.256.552.394,76;20.217.292,50;5.300.713,74;;;;;
2018;Set;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);31.039,04;;25.194,27;;2.840.322,13;2.171.067,75;159.611,49;57.069,02;3.105.354,34;672.329,25;1.379.664,22;2.553,23;724.274,32;39,88;22.495.321,54;105.449,24;131.663,95;;;;;
2018;Set;232;SOCIEDADE UNIPESSOAL DE ADVOCACIA;9.076,60;;2.575,48;;744.702,96;341.937,50;4.813,50;30;733.129,26;166.057,71;302.810,85;;36.766,16;;18.273.637,39;72.626,35;22.562,37;;;;;
2018;Set;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);;;;;;145.331,67;;;;21.703,29;;;138.388,97;;28.041,05;6.474,38;4.349,67;;;;;
2018;Set;306;FUNDAÇÃO PRIVADA;346.406,43;;17.365,17;;381.681,45;288.353.892,85;5.710.401,60;1.610.672,45;8.013.742,87;6.451.448,08;168.831,68;49.422,33;10.808.696,09;;33.182.411,65;2.794.165,47;664.564,06;;;;;
2018;Set;307;SERVIÇO SOCIAL AUTÔNOMO;;;;;;63.592.491,74;;;509.481,78;5.931.852,71;41.532,83;373.311,44;3.032.544,46;;12.215.607,65;664.680,35;288.857,67;;;;;
2018;Set;308;CONDOMÍNIO DE EDIFÍCIO;131,32;;43,47;64,84;1.040,38;22.198.143,89;161,14;38.567,94;103.547,03;11.212.275,45;20.993,39;12.370,19;2.095.088,69;143,75;52.651.890,62;741.708,37;343.906,85;;;;;
2018;Set;310;COMISSÃO DE CONCILIAÇÃO PRÉVIA;;;;;;4.526,32;;;;396,78;;;;;;;;;;;;
2018;Set;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;;;;;181,89;12.279,93;;;55,5;439,88;107,79;;;;264,21;200;;;;;;
2018;Set;313;ENTIDADE SINDICAL;;;;;5.993,58;29.458.406,89;6.456,54;62.796,24;2.489.532,91;1.967.797,63;11.689,73;2.156,48;1.946.411,36;14.844,33;4.432.210,39;868.784,69;241.534,29;;;;;
2018;Set;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;;;;;;235.149,32;;91,95;1.269,65;13.407,19;;;;;7.616,83;100;;;;;;
2018;Set;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;;;;;10.643.692,77;5.993,30;;2.022,00;;;;;;;1.194,68;;;;;;;
2018;Set;322;ORGANIZAÇÃO RELIGIOSA;;200;157,52;;117,18;24.231.880,10;154,64;93.317,05;305.725,58;1.257.386,32;1.888,93;5.757,30;205.934,88;;1.277.540,06;510.077,00;164.473,34;;;;;
2018;Set;323;COMUNIDADE INDÍGENA;;;;;;;;;;167,84;;;;;;;;;;;;
2018;Set;324;FUNDO PRIVADO;;;;;;226,53;;;;103,56;;;;;702,24;;;;;;;
2018;Set;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;;;;;;674.179,78;;;;27.590,10;;;4.533,07;;208.649,88;7.187,55;2.857,88;;;;;
2018;Set;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;;;;;;311.489,55;;;138,69;26.799,88;188,58;;32.363,57;;178.894,42;12.262,92;64.034,48;;;;;
2018;Set;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;;;;;;16.572,41;;;;1.633,98;;;5.520,61;;3.288,24;38.013,45;32.604,64;;;;;
2018;Set;330;ORGANIZAÇÃO SOCIAL (OS);;;;;;2.964.278,88;;;31.815,62;328.728,42;36.653,90;;38.518,52;;506.811,41;4.989,66;1.793,33;;;;;
2018;Set;399;ASSOCIAÇÃO PRIVADA;879.701,74;;848.087,48;;7.978.715,08;768.638.014,92;10.294.866,17;1.234.221,96;42.155.713,09;33.884.600,05;3.935.292,39;583.365,05;31.706.117,54;9.266,95;130.435.400,09;11.410.964,66;11.066.390,94;;;;;
2018;Set;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;;;300;;214.715,09;10.460,20;247,05;3.481,90;1.793.624,35;389.075,51;168.718,73;;28.911,48;;215.062,43;84.250,38;11.306,87;;;;;
2018;Set;409;CANDIDATO A CARGO POLÍTICO ELETIVO;;;;;;110.035,02;;;;;;;;;67.886,92;;739,73;;;;;
2018;Set;412;PRODUTOR RURAL (PESSOA FÍSICA);7.732,87;;2.556,56;;67,64;482.398,63;;44.963,93;5.599,21;1.221,16;45,1;;15.388,32;;3.613,01;26.788,43;22.428,32;;;;;
2018;Set;501;ORGANIZAÇÃO INTERNACIONAL;;;;;;2.967,75;;;;5.716,89;;;;;3.564,80;;463,91;;;;;
2018;Set;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;;;;;;8.749,54;;;;2.373,66;;;;;13.597,17;3.439,55;;;;;;
2018;Set;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;;;;;;;;;;;;;;;20,2;;;;;;;
2018;Set;IN;INVÁLIDO;;;;23.159,43;3.448,69;36.669,29;10;56.842,69;327.088,43;21.830,73;1.981,16;;1.702,48;737,68;614.264,96;48.576,27;4.922,93;;;;;
2018;Set;PF;Pessoa Física;8.441.068,71;194.352,46;1.780.843,95;2.652.718.962,96;1.458.327,60;88.817.108,42;99.185,23;627.881.452,71;3.648.200,24;699.231,51;1.077.252,65;24.438,72;299.171.093,37;1.482.965,08;62.950.317,55;36.192.994,43;59.048.700,86;;;;;
2018;Out;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;;;;;274.755,95;1.254.825.104,19;;12,74;196.328,63;133.847.507,50;261.245,27;19.714,27;;740.226.999,92;163.359.757,92;2.940.763,86;1.065.279.213,94;;;;;
2018;Out;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;350.604,94;;;3.963,34;26.898.716,80;1.321,11;1.203,15;4.789.634,22;23.756.114,64;2.691.017,89;34.736,51;3.662,78;;;;;
2018;Out;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;;;;;2.366,69;79.572,39;;62,18;1.897,13;4.103.240,59;632,37;;406.291,18;;223.870,55;418.300,13;15.482,89;;;;;
2018;Out;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;;;;;;120.435.672,22;;;16.660,29;3.602,25;5.541,91;;;87.377.805,66;6.840.616,64;;;;;;;
2018;Out;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;21.249,47;;;;327,58;;;2.897.266,60;9.974,37;80.232,78;250;;;;;;
2018;Out;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;;;;;;77.219,95;;;3.428,36;37.465,58;1.221,17;;645.501,46;2.756,72;59.560,11;207.025,05;23.366,36;;;;;
2018;Out;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;;;;;3.210,84;496.098.182,25;;;163.134,31;35.334,10;14.213,63;;461,81;571.437.706,93;43.902.348,16;427.987,56;1.078.086,69;;;;;
2018;Out;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;;;;;;1.874.633,88;;;;323.483,03;;;285.618,75;57.626,76;629.460,54;250;330;;;;;
2018;Out;110;AUTARQUIA FEDERAL;;;81,36;;182.093,12;692.110.012,95;;;112.636,45;6.614.148,01;54.898,56;247.861,65;154.868,02;907.464.974,87;155.289.094,05;1.682.650,75;367.325,71;;;;;
2018;Out;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;49.917.789,29;;974,75;178.335,99;63.497.839,62;7.367,10;2.672,65;1.241.373,28;;4.563.595,20;114.557,15;138.261,67;;;;;
2018;Out;112;AUTARQUIA MUNICIPAL;;;;;614,59;249.004,39;;;5.347,90;19.164.496,72;32.777,81;;259.445,34;;607.507,92;207.361,81;68.967,75;;;;;
2018;Out;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;;;;;5.959,58;156.618.098,44;;;18.643,52;6.861.860,14;6.415,82;;45.281,93;215.109.765,24;23.074.116,21;315.530,93;102.838,79;;;;;
2018;Out;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;973.768,34;;;1.772,11;4.643.213,05;;;7.507.112,16;;699.524,55;144.042,02;53.108,44;;;;;
2018;Out;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;;;;;254,95;592.993,90;;;4.150,69;2.119.032,83;;;127.631,93;;43.198,31;54.939,76;25.774,02;;;;;
2018;Out;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;;;;;;513.620,70;;;357,78;77,52;119,26;;;563.419,74;258.700,17;;;;;;;
2018;Out;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;5.501,86;;;;11.010,91;;;43.250,15;;122.330,99;250;;;;;;
2018;Out;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;;;;;;405,02;;;;6.123,96;;;2.134,35;;48,09;11.372,43;202,92;;;;;
2018;Out;120;FUNDO PÚBLICO;;;;;1.505,88;461.217.853,93;941,82;;22.709,28;4.659.199,82;14.837,57;;15.710.216,89;;8.733.443,59;457.502,57;16.370,79;;;;;
2018;Out;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);;;;;895,8;1.050.864,34;;;32.081,95;402.887,91;5.937,87;;396.486,67;;354.043,94;55.645,87;24.921,95;;;;;
2018;Out;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;;;;;;620.004,14;;;1.373,14;55.679,03;457,71;;22.557,29;;164.279,41;850;;;;;;
2018;Out;123;ESTADO OU DISTRITO FEDERAL;;;;;;8.617,07;;20;86.935,31;284.823.139,45;7.894,55;;24.907.242,92;;13.081.590,66;11.230,01;217.171,86;;;;;
2018;Out;124;MUNICÍPIO;;;;;193.661,91;1.005.423,79;;5.161,62;140.931,56;323.724.476,68;58.039,68;10.173,43;79.130.921,27;;11.543.228,09;3.862.169,82;3.721.599,17;;;;;
2018;Out;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;;;;;;24.141,01;3.149.684,90;;167,35;1.964,24;257,47;;;;315.970,36;;672,93;;;;;
2018;Out;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;514.860,15;;;11.776,70;579.777,64;;;38.086,13;;424.911,06;3.416,32;;;;;;
2018;Out;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;;;;;;1.946.999,74;;;;386.999,15;;;244.331,97;;1.904.635,16;196.640,67;61.349,88;;;;;
2018;Out;201;EMPRESA PÚBLICA;13.696.336,58;885,57;860.906,57;;94.719.318,32;744.877.596,88;164.812.286,36;12.938,21;125.083.433,18;23.755.338,99;61.306.563,86;885.350,19;657.304.669,90;8.055.674,34;159.280.231,54;387.477.577,08;1.584.983,50;;;;;
2018;Out;203;SOCIEDADE DE ECONOMIA MISTA;7.888.572,68;;2.932.158,44;;963.349.223,10;1.462.135.389,89;351.358.349,95;82.085,14;3.974.282.267,79;840.357.032,43;441.874.703,74;215.230.319,56;1.208.638.554,84;3.519.668,04;622.181.844,56;429.147.506,92;7.729.965.939,73;;;;;
2018;Out;204;SOCIEDADE ANÔNIMA ABERTA;117.644.990,22;30.740,58;258.398.436,19;;1.464.448.215,42;1.441.715.268,69;929.534.811,86;555.440,95;1.930.452.547,97;398.525.759,40;691.651.274,42;24.418.106,12;1.707.171.845,08;;333.275.274,51;12.648.851,46;14.142.372,79;;;;;
2018;Out;205;SOCIEDADE ANÔNIMA FECHADA;665.260.592,30;1.500,00;769.059.809,27;200,95;3.034.358.680,30;3.490.960.546,21;1.269.394.999,96;12.085.362,24;3.705.648.394,60;741.788.611,91;1.649.514.487,67;64.482.075,48;3.471.481.096,14;;628.376.376,38;69.449.093,66;1.118.394.618,67;;;;;
2018;Out;206;SOCIEDADE EMPRESÁRIA LIMITADA;3.014.815.755,74;7.118,58;3.552.270.703,29;37.855,82;8.009.584.556,75;3.736.542.338,44;59.363.791,20;31.627.489,94;8.047.989.084,93;1.741.144.754,94;3.879.892.694,34;205.006.440,72;5.212.054.057,65;34.287,22;5.443.173.761,12;292.318.149,15;2.556.903.213,12;;;;;
2018;Out;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;5.570,11;;16.997,75;;729.847,20;39.475,97;8.716,24;486,41;294.207,49;78.912,56;599.801,68;;60.539,30;;637.186,50;17.759,71;3.860,97;;;;;
2018;Out;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;106.268,46;;58.655,29;;109.769,78;73.633,28;;;104.993,16;23.200,59;34.901,43;;2.105,30;;51.074,83;953,05;1.424,04;;;;;
2018;Out;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;;;;;2.868,90;28.414,21;;;24.863,62;5.394,13;6.621,73;;32.037,17;;618,46;;;;;;;
2018;Out;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;;;64,1;;;;356,21;64,1;1.331,66;;425,42;;13.554,46;;121;;;;;
2018;Out;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;;;;;251.132,26;10.774,87;;18.940,30;56.799,45;12.898,51;138.977,64;;;;62.197,27;3.183,54;21;;;;;
2018;Out;213;EMPRESÁRIO (INDIVIDUAL);4.658.569,30;;4.100.315,46;3.236,84;114.689.819,22;32.713.260,11;49.583,63;175.625,59;58.857.115,25;13.171.018,22;84.125.963,05;5.444,44;13.343.488,07;668,19;1.580.126.112,35;15.382.947,08;3.746.553,71;;;;;
2018;Out;214;COOPERATIVA;2.583.066,59;;2.243.771,33;;62.794.721,41;477.255.356,22;169.545.671,52;99.503,52;79.145.540,90;21.965.177,97;39.638.276,77;48.422,98;474.058.101,43;;87.972.600,27;12.671.055,72;8.535.946,65;;;;;
2018;Out;215;CONSÓRCIO DE SOCIEDADES;187.507,87;;319.824,52;;1.086.683,43;12.606.636,57;11.677,95;;2.426.509,27;522.727,73;610.694,78;64.507,06;4.767.934,87;;6.673.037,38;102.801,34;295.472,05;;;;;
2018;Out;216;GRUPO DE SOCIEDADES;;;;;765,58;501,63;;;850,54;303,72;498,9;;;;;52,1;6.944,10;;;;;
2018;Out;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;17.190.746,62;;571.766,48;;4.324.182,21;12.788.013,95;800.662,03;288,59;6.333.034,02;1.348.731,62;1.862.323,87;2.548,51;9.357.926,95;;1.964.337,72;663.158,18;6.447,20;;;;;
2018;Out;221;EMPRESA DOMICILIADA NO EXTERIOR;;;;;1.283,27;50.648.385,50;;261,92;;;770,27;;;;5.120,12;50;70.677,36;;;;;
2018;Out;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;;1.241.947,38;529,65;219.940,98;4.954,60;1.075,67;;5.251,41;;;68.612,12;3.441,09;67.390,08;;;;;
2018;Out;223;SOCIEDADE SIMPLES PURA;11.929,95;;8.772,72;;437.938.747,19;34.423.345,88;167.789,53;7.388,33;43.066.272,09;9.462.007,17;162.902.385,41;3.057.438,52;28.185.209,55;;126.585.519,39;905.305,44;249.213,20;;;;;
2018;Out;224;SOCIEDADE SIMPLES LIMITADA;54.244,90;;25.026,79;66,86;450.398.800,61;56.374.059,13;1.045.541,47;601.649,03;66.921.158,58;14.612.884,22;194.264.132,67;1.732.655,27;36.014.959,31;;260.082.770,12;3.443.477,64;2.117.939,76;;;;;
2018;Out;225;SOCIEDADE SIMPLES EM NOME COLETIVO;;;;;600.359,59;54.113,25;;10,16;88.505,32;19.443,94;259.774,78;;4.249,99;;193.628,67;572,86;481,97;;;;;
2018;Out;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;2.416,69;3.705,11;;;1.434,66;310,84;1.450,01;;;;43.100,66;564,5;56,44;;;;;
2018;Out;228;CONSÓRCIO DE EMPREGADORES;;;;;;428.864,92;;;;4.539,51;;;34.705,08;;1.608,41;;5.991,21;;;;;
2018;Out;229;CONSÓRCIO SIMPLES;;;;;;712,5;;;;;;;;;;;;;;;;
2018;Out;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);97.549.071,81;;83.324.713,03;4.569,64;378.231.104,27;90.620.771,17;1.165.149,65;580.784,17;295.335.128,22;65.551.344,07;206.685.746,47;169.258,75;96.179.957,67;1.293,84;1.282.673.577,95;19.949.194,58;7.146.964,97;;;;;
2018;Out;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);;;86,99;;17.022.816,43;2.503.174,84;21.350,06;1.638,27;3.242.265,08;708.605,19;8.235.870,76;1.696,30;694.150,33;;22.680.214,15;132.965,13;147.770,88;;;;;
2018;Out;232;SOCIEDADE UNIPESSOAL DE ADVOCACIA;;;;;7.907.049,00;389.004,26;;;1.839.996,91;394.577,29;2.995.416,74;;35.649,10;;18.400.811,90;70.106,68;212.342,68;;;;;
2018;Out;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);;;;;104,12;213.755,45;;;;21.164,02;1.249,54;;133.046,13;;26.541,47;9.640,20;2.720,78;;;;;
2018;Out;306;FUNDAÇÃO PRIVADA;66.982,20;;52.134,91;;382.658,70;297.443.095,40;5.167.967,06;1.438,79;40.065.627,46;11.611.980,49;173.442,84;141.196,18;10.666.954,29;;35.652.566,70;2.482.920,06;1.076.469,73;;;;;
2018;Out;307;SERVIÇO SOCIAL AUTÔNOMO;;;;;1.394,65;63.711.689,45;;;786.666,32;5.999.932,86;46.287,53;962.641,18;3.294.841,09;;10.777.322,93;667.110,84;45.740,99;;;;;
2018;Out;308;CONDOMÍNIO DE EDIFÍCIO;166,03;;385,71;;24.962,99;22.020.268,04;49,77;3.619,63;150.513,44;11.464.237,61;51.560,36;596,88;2.142.662,65;14,72;52.103.006,89;404.541,33;305.788,85;;;;;
2018;Out;310;COMISSÃO DE CONCILIAÇÃO PRÉVIA;;;;;;4.264,43;;;;308,37;;;;;;;;;;;;
2018;Out;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;;;;;253,64;16.347,59;;;307,05;629,09;168,33;;;;94,22;2.800,00;;;;;;
2018;Out;313;ENTIDADE SINDICAL;;;;;120.066,84;26.301.183,23;2.983,02;16.682,68;2.195.234,76;1.877.002,02;73.228,24;2.345,58;1.553.728,37;27.206,11;4.054.956,38;792.428,40;302.711,35;;;;;
2018;Out;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;1.755,06;;13.432,77;;;232.876,55;;;10.319,35;17.676,34;;;;;9.015,70;7.951,95;;;;;;
2018;Out;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;;;;;1.972.867,30;6.043,85;;;;;;;;;1.351,41;30.144,86;;;;;;
2018;Out;322;ORGANIZAÇÃO RELIGIOSA;2.384,85;;;;38.915,46;23.626.723,74;210,31;60.159,47;284.689,03;1.268.615,86;20.405,67;571,93;184.857,85;;1.397.294,59;422.233,87;230.191,32;;;;;
2018;Out;323;COMUNIDADE INDÍGENA;;;;;;;;;;158,56;;;;;;;;;;;;
2018;Out;324;FUNDO PRIVADO;;;;;;226,53;;;;125,03;;;;;702,24;;;;;;;
2018;Out;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;;;;;;1.138.407,61;;;;56.578,96;14,5;;4.552,22;;214.784,00;19.196,12;2.870,35;;;;;
2018;Out;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;;;;;;331.529,04;;;46,42;29.628,51;91,39;;60.695,45;;70.714,91;13.602,09;74.099,90;;;;;
2018;Out;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;;;;;;14.842,28;;;;1.419,16;;;6.762,53;;3.451,60;81.999,29;32.044,36;;;;;
2018;Out;330;ORGANIZAÇÃO SOCIAL (OS);;;;;;3.539.627,93;;;80.070,24;322.398,04;26.602,41;;38.644,09;;514.864,55;5.203,10;28.306,74;;;;;
2018;Out;399;ASSOCIAÇÃO PRIVADA;675.777,95;;851.609,70;;10.668.799,23;800.448.745,45;9.333.960,21;208.451,90;42.665.226,07;34.424.518,05;4.162.388,03;964.073,26;34.308.550,93;6.339,63;124.392.994,90;8.376.558,74;17.965.786,62;;;;;
2018;Out;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;;;49,99;;1.854.002,77;8.242,05;248,02;;1.374.844,36;301.112,26;1.453.256,62;;33.203,66;;213.930,55;81.309,17;20.376,03;;;;;
2018;Out;409;CANDIDATO A CARGO POLÍTICO ELETIVO;;;;;;431.030,40;;;;;;;;;81.537,37;;;;;;;
2018;Out;412;PRODUTOR RURAL (PESSOA FÍSICA);6.377,34;;4.765,97;;1.790,60;78.880,58;;33.047,53;4.266,22;954,49;1.611,52;;12.174,69;;9.721,02;9.719,06;30.940,41;;;;;
2018;Out;501;ORGANIZAÇÃO INTERNACIONAL;155,24;;168,82;;;3.653,12;;;93,63;8.841,39;;;;;2.088,82;;174,06;;;;;
2018;Out;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;;;;;;24.018,59;;;;2.320,76;;;1.118,92;;11.091,27;289,85;;;;;;
2018;Out;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;;;;;;;;;;;;;;;20,2;;;;;;;
2018;Out;IN;INVÁLIDO;;;9.612,76;39.174,59;154.667,60;61.958,33;;81.487,48;44.371,72;15.324,04;395.780,26;;14.905,64;;470.911,08;4.365,60;8.247,25;;;;;
